timestamp,date,time,irradiance,SMA-1 ACTIVE POWER,SMA-2 ACTIVE POWER,SMA-3 ACTIVE POWER,SMA-4 ACTIVE POWER,SMA-5 ACTIVE POWER,SMA-6 ACTIVE POWER,DELTA-1 ACTIVE POWER,ACTIVE POWER,DELTA-1 ACTIVE POWER .1,SUNGROW-1 ACTIVE POWER,SOLIS-2 ACTIVE POWER,SOLIS-3 ACTIVE POWER,DELTA-1  ACTIVE POWER,DELTA-2   ACTIVE POWER,DELTA-1 ACTIVE POWER_1,DELTA-2 ACTIVE POWER,DELTA-3 ACTIVE POWER,DELTA-4 ACTIVE POWER,HELIOS-1 ACTIVE POWER,HELIOS-2  ACTIVE POWER,BAT-1  ACTIVE POWER,BAT-2  ACTIVE POWER,total_ac_power_kw,hour,minute,month,day_of_year,day_of_week,is_daytime
2026-06-21 06:40:00,2026-06-21,06:40:00,31,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,6,40,6,172,6,1
2026-06-21 06:50:00,2026-06-21,06:50:00,45,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.0,6,50,6,172,6,1
2026-06-21 06:50:59,2026-06-21,06:50:59,46,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.0,6,50,6,172,6,1
2026-06-21 07:00:00,2026-06-21,07:00:00,61,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,7.0,7,0,6,172,6,1
2026-06-21 07:20:00,2026-06-21,07:20:00,71,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,1,1,2,2,0,0,0,0,8.0,7,20,6,172,6,1
2026-06-21 07:30:00,2026-06-21,07:30:00,89,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,1,2,3,3,0,0,0,0,11.0,7,30,6,172,6,1
2026-06-21 07:50:00,2026-06-21,07:50:00,136,0,0,0,0,0,0,0.0,0.0,0,1,0,0,4,0,2,3,5,4,0,0,0,0,19.0,7,50,6,172,6,1
2026-06-21 08:00:00,2026-06-21,08:00:00,172,0,0,0,0,0,0,0.0,0.0,0,1,0,0,7,0,3,4,6,6,1,0,0,0,28.0,8,0,6,172,6,1
2026-06-21 08:00:59,2026-06-21,08:00:59,171,0,0,0,0,0,0,0.0,0.0,0,1,0,0,7,0,3,4,6,6,1,0,0,0,28.0,8,0,6,172,6,1
2026-06-21 08:10:00,2026-06-21,08:10:00,139,0,0,0,0,0,0,0.0,0.0,0,1,0,0,5,0,2,3,5,5,1,0,0,0,22.0,8,10,6,172,6,1
2026-06-21 08:20:00,2026-06-21,08:20:00,155,0,0,0,0,0,0,0.0,0.0,0,1,0,0,5,0,3,3,5,5,1,0,0,0,23.0,8,20,6,172,6,1
2026-06-21 08:30:00,2026-06-21,08:30:00,196,0,0,0,0,0,0,0.0,0.0,1,1,0,0,7,0,3,4,7,7,1,0,0,0,31.0,8,30,6,172,6,1
2026-06-21 08:40:00,2026-06-21,08:40:00,210,0,0,0,0,0,0,0.0,0.0,1,1,0,0,8,0,4,5,7,7,2,0,0,0,35.0,8,40,6,172,6,1
2026-06-21 08:50:00,2026-06-21,08:50:00,174,0,0,0,0,0,0,0.0,0.0,0,1,0,0,6,0,3,4,6,6,1,0,0,0,27.0,8,50,6,172,6,1
2026-06-21 09:00:00,2026-06-21,09:00:00,220,0,0,0,0,0,0,0.0,0.0,1,1,0,0,7,0,4,5,8,7,1,0,0,0,34.0,9,0,6,172,6,1
2026-06-21 09:10:00,2026-06-21,09:10:00,248,0,0,0,0,0,0,0.0,0.0,1,2,1,1,9,0,5,6,9,9,2,0,0,0,45.0,9,10,6,172,6,1
2026-06-21 09:20:59,2026-06-21,09:20:59,239,0,0,0,0,0,0,0.0,0.0,0,2,1,1,8,0,4,5,9,8,2,0,0,0,40.0,9,20,6,172,6,1
2026-06-21 09:40:00,2026-06-21,09:40:00,222,0,0,0,0,0,0,0.0,0.0,1,2,0,0,8,0,4,5,8,8,2,0,0,0,38.0,9,40,6,172,6,1
2026-06-21 09:50:00,2026-06-21,09:50:00,152,0,0,0,0,0,0,0.0,0.0,0,1,0,0,6,0,3,3,5,5,1,0,0,0,24.0,9,50,6,172,6,1
2026-06-21 10:00:00,2026-06-21,10:00:00,150,0,0,0,0,0,0,0.0,0.0,0,1,0,0,5,0,3,3,5,5,1,0,0,0,23.0,10,0,6,172,6,1
2026-06-21 10:10:00,2026-06-21,10:10:00,160,0,0,0,0,0,0,0.0,0.0,0,1,0,0,6,0,3,3,5,5,1,0,0,0,24.0,10,10,6,172,6,1
2026-06-21 10:20:00,2026-06-21,10:20:00,127,0,0,0,0,0,0,0.0,0.0,0,1,0,0,5,0,2,3,4,4,0,0,0,0,19.0,10,20,6,172,6,1
2026-06-21 10:30:00,2026-06-21,10:30:00,136,0,0,0,0,0,0,0.0,0.0,0,1,0,0,5,0,2,3,5,5,0,0,0,0,21.0,10,30,6,172,6,1
2026-06-21 10:40:00,2026-06-21,10:40:00,163,0,0,0,0,0,0,0.0,0.0,0,1,0,0,6,0,3,4,6,6,1,0,0,0,27.0,10,40,6,172,6,1
2026-06-21 10:50:00,2026-06-21,10:50:00,192,0,0,0,0,0,0,0.0,0.0,1,1,0,0,7,0,4,4,7,7,2,0,0,0,33.0,10,50,6,172,6,1
2026-06-21 11:00:00,2026-06-21,11:00:00,225,0,0,0,0,0,0,0.0,0.0,1,2,0,0,9,0,4,5,8,8,2,0,0,0,39.0,11,0,6,172,6,1
2026-06-21 11:00:59,2026-06-21,11:00:59,233,0,0,0,0,0,0,0.0,0.0,0,2,1,1,9,0,4,5,8,8,2,0,0,0,40.0,11,0,6,172,6,1
2026-06-21 11:10:00,2026-06-21,11:10:00,258,0,0,0,0,0,0,0.0,0.0,1,2,1,1,10,0,5,6,9,9,2,0,0,0,46.0,11,10,6,172,6,1
2026-06-21 11:30:00,2026-06-21,11:30:00,297,0,0,0,0,0,0,0.0,0.0,1,2,1,1,12,0,6,7,11,10,2,0,0,0,53.0,11,30,6,172,6,1
2026-06-21 11:40:00,2026-06-21,11:40:00,360,0,0,0,0,0,0,0.0,0.0,1,3,1,1,15,0,7,8,13,13,4,0,0,0,66.0,11,40,6,172,6,1
2026-06-21 11:50:00,2026-06-21,11:50:00,405,0,0,0,0,0,0,0.0,0.0,2,3,1,1,16,0,8,9,14,14,4,0,0,0,72.0,11,50,6,172,6,1
2026-06-21 12:00:00,2026-06-21,12:00:00,463,0,0,0,0,0,0,0.0,0.0,2,4,1,1,19,0,9,11,16,16,5,0,0,0,84.0,12,0,6,172,6,1
2026-06-21 12:20:00,2026-06-21,12:20:00,262,0,0,0,0,0,0,0.0,0.0,1,2,1,1,11,0,5,6,10,9,2,0,0,0,48.0,12,20,6,172,6,1
2026-06-21 12:30:00,2026-06-21,12:30:00,318,0,0,0,0,0,0,0.0,0.0,0,2,1,1,13,0,6,7,11,11,3,0,0,0,55.0,12,30,6,172,6,1
2026-06-21 12:40:00,2026-06-21,12:40:00,355,0,0,0,0,0,0,0.0,0.0,1,3,1,1,15,0,7,8,13,12,4,0,0,0,65.0,12,40,6,172,6,1
2026-06-21 12:50:00,2026-06-21,12:50:00,446,0,0,0,0,0,0,0.0,0.0,2,3,1,1,18,0,9,10,16,16,5,0,0,0,81.0,12,50,6,172,6,1
2026-06-21 12:50:59,2026-06-21,12:50:59,460,0,0,0,0,0,0,0.0,0.0,2,4,1,1,18,0,9,10,16,16,5,0,0,0,82.0,12,50,6,172,6,1
2026-06-21 13:00:00,2026-06-21,13:00:00,540,0,0,0,0,0,0,0.0,0.0,2,4,1,1,20,0,10,12,19,18,6,0,0,0,93.0,13,0,6,172,6,1
2026-06-21 13:10:00,2026-06-21,13:10:00,988,0,0,0,0,0,0,0.0,0.0,0,5,2,2,22,0,15,18,0,0,8,0,0,0,72.0,13,10,6,172,6,1
2026-06-21 13:10:59,2026-06-21,13:10:59,541,0,0,0,0,0,0,0.0,0.0,2,4,1,1,19,0,9,11,17,17,6,0,0,0,87.0,13,10,6,172,6,1
2026-06-21 13:30:00,2026-06-21,13:30:00,574,0,0,0,0,0,0,0.0,0.0,2,4,1,1,20,0,12,13,21,21,7,0,0,0,102.0,13,30,6,172,6,1
2026-06-21 13:40:00,2026-06-21,13:40:00,1161,0,0,0,0,0,0,0.0,0.0,3,9,2,2,0,0,18,21,30,29,12,0,0,0,126.0,13,40,6,172,6,1
2026-06-21 13:50:00,2026-06-21,13:50:00,517,0,0,0,0,0,0,0.0,0.0,4,5,1,1,23,0,14,17,27,27,8,0,0,0,127.0,13,50,6,172,6,1
2026-06-21 14:00:00,2026-06-21,14:00:00,568,0,0,0,0,0,0,0.0,0.0,3,6,2,2,26,0,10,12,18,18,6,0,0,0,103.0,14,0,6,172,6,1
2026-06-21 14:10:00,2026-06-21,14:10:00,1021,0,0,0,0,0,0,0.0,0.0,2,3,1,1,21,0,17,20,0,31,12,0,0,0,108.0,14,10,6,172,6,1
2026-06-21 14:20:00,2026-06-21,14:20:00,835,0,0,0,0,0,0,0.0,0.0,3,6,2,2,0,0,15,17,27,26,9,0,0,0,107.0,14,20,6,172,6,1
2026-06-21 14:30:00,2026-06-21,14:30:00,804,0,0,0,0,0,0,0.0,0.0,3,6,2,2,32,0,14,17,25,25,9,0,0,0,135.0,14,30,6,172,6,1
2026-06-21 14:40:00,2026-06-21,14:40:00,725,0,0,0,0,0,0,0.0,0.0,3,6,2,2,32,0,14,16,25,25,9,0,0,0,134.0,14,40,6,172,6,1
2026-06-21 14:50:00,2026-06-21,14:50:00,782,0,0,0,0,0,0,0.0,0.0,3,3,1,1,18,0,13,13,19,18,4,0,0,0,93.0,14,50,6,172,6,1
2026-06-21 15:00:00,2026-06-21,15:00:00,733,0,0,0,0,0,0,0.0,0.0,3,5,2,2,31,0,13,15,24,23,8,0,0,0,126.0,15,0,6,172,6,1
2026-06-21 15:10:00,2026-06-21,15:10:00,688,0,0,0,0,0,0,0.0,0.0,2,5,2,2,31,0,12,14,22,21,7,0,0,0,118.0,15,10,6,172,6,1
2026-06-21 15:20:00,2026-06-21,15:20:00,680,0,0,0,0,0,0,0.0,0.0,2,5,2,2,31,0,12,14,22,21,7,0,0,0,118.0,15,20,6,172,6,1
2026-06-21 15:30:00,2026-06-21,15:30:00,632,0,0,0,0,0,0,0.0,0.0,2,4,2,2,29,0,11,13,20,19,7,0,0,0,109.0,15,30,6,172,6,1
2026-06-21 15:40:00,2026-06-21,15:40:00,581,0,0,0,0,0,0,0.0,0.0,2,4,2,2,28,0,10,12,19,18,6,0,0,0,103.0,15,40,6,172,6,1
2026-06-21 15:50:00,2026-06-21,15:50:00,560,0,0,0,0,0,0,0.0,0.0,2,4,2,2,29,0,10,11,18,17,6,0,0,0,101.0,15,50,6,172,6,1
2026-06-21 16:00:00,2026-06-21,16:00:00,301,0,0,0,0,0,0,0.0,0.0,2,4,3,3,30,0,8,9,15,15,5,0,0,0,94.0,16,0,6,172,6,1
2026-06-21 16:10:00,2026-06-21,16:10:00,257,0,0,0,0,0,0,0.0,0.0,0,2,2,2,22,0,7,9,13,12,4,0,0,0,73.0,16,10,6,172,6,1
2026-06-21 16:20:00,2026-06-21,16:20:00,480,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,20,6,172,6,1
2026-06-21 16:30:00,2026-06-21,16:30:00,434,0,0,0,0,0,0,0.0,0.0,1,3,2,2,24,0,7,0,0,0,0,0,0,0,39.0,16,30,6,172,6,1
2026-06-21 16:40:00,2026-06-21,16:40:00,393,0,0,0,0,0,0,0.0,0.0,1,2,2,2,24,0,6,8,12,12,3,0,0,0,72.0,16,40,6,172,6,1
2026-06-21 17:00:00,2026-06-21,17:00:00,307,0,0,0,0,0,0,0.0,0.0,1,2,2,2,21,0,5,6,9,9,2,0,0,0,59.0,17,0,6,172,6,1
2026-06-21 17:10:00,2026-06-21,17:10:00,264,0,0,0,0,0,0,0.0,0.0,0,1,2,2,19,0,4,5,8,7,2,0,0,0,50.0,17,10,6,172,6,1
2026-06-21 17:30:00,2026-06-21,17:30:00,166,0,0,0,0,0,0,0.0,0.0,0,1,1,1,11,0,2,3,5,4,0,0,0,0,28.0,17,30,6,172,6,1
2026-06-21 17:40:00,2026-06-21,17:40:00,150,0,0,0,0,0,0,0.0,0.0,0,1,1,1,9,0,2,3,4,4,0,0,0,0,25.0,17,40,6,172,6,1
2026-06-21 17:40:59,2026-06-21,17:40:59,152,0,0,0,0,0,0,0.0,0.0,0,1,1,1,8,0,2,2,4,4,0,0,0,0,23.0,17,40,6,172,6,1
2026-06-21 17:50:00,2026-06-21,17:50:00,57,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,5.0,17,50,6,172,6,1
2026-06-21 17:50:59,2026-06-21,17:50:59,55,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,5.0,17,50,6,172,6,1
2026-06-21 18:00:00,2026-06-21,18:00:00,56,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,5.0,18,0,6,172,6,1
2026-06-21 18:00:59,2026-06-21,18:00:59,59,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,7.0,18,0,6,172,6,1
2026-06-21 18:10:59,2026-06-21,18:10:59,48,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.0,18,10,6,172,6,1
2026-06-21 18:20:00,2026-06-21,18:20:00,28,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,20,6,172,6,1
2026-06-21 18:30:00,2026-06-21,18:30:00,17,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,30,6,172,6,1
2026-06-21 18:40:00,2026-06-21,18:40:00,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,40,6,172,6,1
2026-06-21 18:50:00,2026-06-21,18:50:00,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,50,6,172,6,1
2026-06-21 18:50:59,2026-06-21,18:50:59,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,50,6,172,6,1
2026-06-21 19:00:00,2026-06-21,19:00:00,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,0,6,172,6,0
2026-06-21 19:10:00,2026-06-21,19:10:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,10,6,172,6,0
2026-06-21 19:20:00,2026-06-21,19:20:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,20,6,172,6,0
2026-06-21 19:20:59,2026-06-21,19:20:59,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,20,6,172,6,0
2026-06-21 19:40:00,2026-06-21,19:40:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,40,6,172,6,0
2026-06-21 20:00:00,2026-06-21,20:00:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,0,6,172,6,0
2026-06-21 20:00:59,2026-06-21,20:00:59,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,0,6,172,6,0
2026-06-21 20:20:00,2026-06-21,20:20:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,20,6,172,6,0
2026-06-21 20:30:00,2026-06-21,20:30:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,30,6,172,6,0
2026-06-21 20:40:00,2026-06-21,20:40:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,40,6,172,6,0
2026-06-21 20:50:00,2026-06-21,20:50:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,50,6,172,6,0
2026-06-21 21:00:00,2026-06-21,21:00:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,0,6,172,6,0
2026-06-21 21:10:00,2026-06-21,21:10:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,10,6,172,6,0
2026-06-21 21:20:00,2026-06-21,21:20:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,20,6,172,6,0
2026-06-21 21:30:00,2026-06-21,21:30:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,30,6,172,6,0
2026-06-21 21:40:00,2026-06-21,21:40:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,40,6,172,6,0
2026-06-21 21:50:00,2026-06-21,21:50:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,50,6,172,6,0
2026-06-21 22:00:00,2026-06-21,22:00:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,0,6,172,6,0
2026-06-21 22:10:00,2026-06-21,22:10:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,10,6,172,6,0
2026-06-21 22:20:00,2026-06-21,22:20:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,20,6,172,6,0
2026-06-21 22:30:00,2026-06-21,22:30:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,30,6,172,6,0
2026-06-21 22:40:00,2026-06-21,22:40:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,40,6,172,6,0
2026-06-21 22:50:00,2026-06-21,22:50:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,50,6,172,6,0
2026-06-21 23:00:00,2026-06-21,23:00:00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23,0,6,172,6,0
